"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1504","東元","115/03/17 至 115/03/18","09:00","Grand Hyatt Taipei","本公司受邀參加Bank of America 舉辦之 2026 Asia Tech Conference，並就本公司營運狀況做一說明。","150420260312M004.pdf","150420260312E004.pdf","https://www.teco.com.tw/announce","","無。","查詢"
"1504","東元","115/03/13","09:00","Grand Hyatt Taipei","本公司受邀參加JP Morgan 舉辦之
Taiwan CEO-CFO Conference，並就本公司營運狀況做一說明。","150420260312M002.pdf","150420260312E002.pdf","https://www.teco.com.tw/announce","","無。","查詢"
"1514","亞力","115/03/12","15:40","台北遠東香格里拉飯店會議室","本公司受邀參加國泰證券舉辦2026年第一季論壇
，會中就公司業務狀況等說明。","151420260311M001.pdf","151420260311E001.pdf","https://www.allis.com.tw/zh-tw/",中文影音檔網址:1514_16_20260312_ch.mp3 ,"無","查詢"
"1522","堤維西","115/03/19","14:00","線上法說會","本公司受邀參加永豐金證券舉辦「永豐金證券法人說明會」","152220260318M001.pdf","152220260318E001.pdf","https://www.tyc.com.tw/shareholders/conference",法說會影音連結資訊:未輸 ,"無","查詢"
"1558","伸興","115/03/18","14:30","台開大樓19樓1901會議室 (台北市重慶南路一段2號19樓)","本公司受邀參加永豐金證券舉辦之法人說明會，說明本公司114年Q4之營運概況","155820260313M002.pdf","155820260313E002.pdf","","","報名請洽永豐金鄒小姐E-MAIL:ECM@sinopac.com","查詢"
"1560","中砂","115/03/10","14:30","台北市大安區忠孝東路四段219號5樓","本公司受邀參加國泰綜合證券舉辦之法人說明會，說明本公司第四季業務與財務概況。","156020260310M001.pdf","156020260310E001.pdf","https://www.kinik.com.tw/zh-tw/",中文影音檔網址:1560_60_20260310_ch.mp4 ,"無","查詢"
"1563","巧新","115/03/03","15:00","線上法說會","本公司受邀華南永昌證券舉辦之線上法人說明會","156320260303M001.pdf","156320260303E001.pdf","https://www.superalloy.tw/","","無","查詢"
"1582","信錦","115/03/04","15:15","台北君悅酒店(台北市信義區松壽路2號3樓)","本公司受邀參加統一證券舉辦「2026Q1全球展望春季投資論壇」，說明本公司之營運概況。","158220260304M001.pdf","158220260304E001.pdf","http://www.syncmold.com.tw/item_yearly_2018.html",中文影音檔網址:1582_32_20260304_ch.mp4 ,"無","查詢"
"1590","亞德客-KY","115/03/11 至 115/03/12","09:00","台北君悅酒店","公司簡介與營運狀況說明","159020260303M002.pdf","159020260303E002.pdf","https://as-tw.airtac.com/about.aspx?c_kind=5&amp;c_kind2=134&amp;c_kind3=311","","受邀參加摩根大通證券舉辦之法說會「Taiwan CEO-CFO」。","查詢"
"1590","亞德客-KY","115/03/17","09:00","台北君悅酒店","公司簡介與營運狀況說明","159020260303M003.pdf","159020260303E003.pdf","https://as-tw.airtac.com/about.aspx?c_kind=5&amp;c_kind2=134&amp;c_kind3=311","","受邀參加香港美銀證券舉辦之法說會「2026 Asia Tech Conference」。","查詢"
"1590","亞德客-KY","115/03/05 至 115/03/06","10:00","東京","公司簡介與營運狀況說明","159020260223M001.pdf","159020260223E001.pdf","https://as-tw.airtac.com/about.aspx?c_kind=5&amp;c_kind2=134&amp;c_kind3=311","","受邀參加大和國泰證券舉辦之法說會「Investment Conference 2026」。","查詢"
"1590","亞德客-KY","115/03/09","09:00","台北遠東香格里拉","公司簡介與營運狀況說明","159020260303M001.pdf","159020260303E001.pdf","https://as-tw.airtac.com/about.aspx?c_kind=5&amp;c_kind2=134&amp;c_kind3=311","","受邀參加花旗環球證券舉辦之法說會「2026 March Corporate Day」。","查詢"
"1597","直得","115/03/05","11:00","集思北科大會議中心(台北市大安區忠孝東路三段1號二樓)","本公司受邀參加凱基證券舉辦之「2026Q1凱基證券投資論壇」。","159720260303M002.pdf","159720260303E002.pdf","https://chieftek.com/",中文影音檔網址:1597_10_20260305_ch.mp4 ,"無","查詢"
"1707","葡萄王","115/03/19","14:00","線上法說會","本公司受邀參加永豐金證券舉辦之線上法人說明會","170720260317M001.pdf","170720260317E001.pdf","https://www.grapeking.com.tw","","無","查詢"
"1710","東聯","115/03/18","14:00","視訊會議","說明公司營運情形，相關訊息請參閱本公司網站。","171020260317M001.pdf","171020260317E001.pdf","https://www.oucc.com.tw/investor-77-page100",中文影音檔網址:1710_79_20260318_ch.mp3 ,"無","查詢"
"1712","興農","115/03/12","14:00","線上法人說明會","本公司自行辦理線上法人說明會，說明114年第4季營運概況、財務及業務相關資訊。
報名網址：https://forms.gle/fYQttkCb2dWPDxB77
活動內容詢問電話：(04)26937689","171220260311M001.pdf","171220260311E001.pdf","https://www.sinon.com.tw/investors/call/",中文影音檔網址:1712_30_20260312_ch.mp4 ,"無","查詢"
"1713","國化","115/03/19","15:30","臺灣證券交易所一樓資訊中心(台北市信義路五段七號)","1.114年度營運成果報告.2.重要轉投資概況.
3.未來展望概要.4.Q&amp;A.","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","http://www.ccwi.com.tw",法說會影音連結資訊:未輸 ,"無","查詢"
"1717","長興","115/03/19","14:00","台北市松山區東興路8號13樓（統一證券大樓）","受邀參加統一證券舉辦之法人說明會","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.eternal-group.com/Investor_Conference",法說會影音連結資訊:未輸 ,"無","查詢"
"1720","生達","115/03/12","14:30","台北市敦化南路二段97號11樓
(敦南摩天大廈-元富證券11樓教育訓練室）","114年度營運概況說明","172020260311M001.pdf","172020260311E001.pdf","http://www.standard.com.tw",法說會影音連結資訊:https://youtu.be/YrENSs32DLw?si=9MPiKKYHs7qfpjxC ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表項下查閱","查詢"
"1736","喬山","115/03/04","11:15","台北君悅酒店(台北市信義區松壽路2號3樓)","受邀參加統一證券舉辦之2026Q1全球展望春季投資論壇","173620260303M001.pdf","173620260303E001.pdf","","","無","查詢"
"1783","和康生","115/03/30","14:30","台北市內湖區港墘路187號8樓(大江生醫股份有限公司會議室)","本公司受邀參加凱基證券舉辦之法人說明會","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","","","無","查詢"
"1789","神隆","115/03/19","14:30","臺灣證券交易所1樓資訊展示中心（台北市信義區信義路五段7號1樓）","本公司舉行2025全年法人說明會，會中就本公司已公開發佈之財務數字與營運概況等相關資訊做說明","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.scinopharm.com/tw/investor-detail/conference/",法說會影音連結資訊:未輸 ,"無","查詢"
"1795","美時","115/03/18","14:30","線上法人說明會","本公司受邀參加摩根士丹利舉辦之中文線上法人座談會，將就本公司114年第四季財務及營運狀況向投資法人說明。
連結如下：
https://morganstanley.webcasts.com/starthere.jsp?ei=1756179&amp;tp_key=24565b9c2d","179520260318M001.pdf","179520260318E001.pdf","",同步收看網址：:https://morganstanley.webcasts.com/starthere.jsp?ei=1756179&tp_key=24565b9c2d 法說會影音連結資訊:https://drive.google.com/file/d/1r-D-uunsTksHFKD8gV9icMhtIhCxHUgI/view ,"無","查詢"
"1795","美時","115/03/18","16:00","線上法人說明會","本公司受邀參加摩根士丹利舉辦之英文線上法人座談會，將就本公司114年第四季財務及營運狀況向投資法人說明。","179520260318M002.pdf","179520260318E002.pdf","","","無","查詢"
"1904","正隆","115/03/20","14:00","線上視訊會議","公司概況及未來發展","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.clc.com.tw/",同步收看網址：:https://reurl.cc/ovgzoj 法說會影音連結資訊:未輸 ,"線上視訊會議網址:https://reurl.cc/ovgzoj","查詢"
"1905","華紙","115/03/16","14:00","永豐餘信誼大樓B1 (台北市重慶南路二段51號)","本公司舉辦法人說明會，說明2025年第四季營運結果","190520260316M001.pdf","190520260316E001.pdf","http://www.chp.com.tw",法說會影音連結資訊:https://irconference.twse.com.tw/1905_63_20260316_ch.mp4 華紙官網:https://www.chp.com.tw/tw/investors/conference ,"無","查詢"
"1907","永豐餘","115/03/16","15:00","線上","本公司舉辦法人說明會，說明2025年度第四季營運結果","190720260316M001.pdf","190720260316E001.pdf","http://www.yfy.com",法說會影音連結資訊:https://irconference.twse.com.tw/1907_83_20260316_ch.mp4 (請輸入網址名稱(註)):https://www.yfy.com:1443/tw/investor_conference.html ,"連結 https://yfy.webex.com/yfy-tc/j.php?MTID=m63b67ef809b9edbd0b8e38a488a32b79","查詢"
"2006","東和鋼鐵","115/03/24","15:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，
報告本公司營運狀況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.tunghosteel.com/Home/Index",法說會影音連結資訊:未輸 ,"無","查詢"
"2015","豐興","115/03/05","14:00","線上法人說明會","本公司受邀參加國票綜合證券法人說明會-114年第四季營運狀況報告","201520260304M001.pdf","201520260304E001.pdf","https://www.fenghsin.com.tw",中文影音檔網址:2015_44_20260305_ch.mp4 ,"報名請洽國票綜合證券王小姐02-25286999#658 Email:vivianwang@ibfs.com.tw","查詢"
"2031","新光鋼","115/03/20","14:00","台北市信義區基隆路1段176號B2(康和證券總公司B2大會議室)","本公司受邀參加康和證券舉辦之法人說明會，說明本公司營運概況、經營實績及未來展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.hkssteel.com.tw/fin_note.html","","無。","查詢"
"2059","川湖","115/03/11","09:00","台北君悅酒店","本公司受邀參加摩根大通舉辦之「J.P. Morgan Taiwan CEO-CFO Conference」，說明本公司114年度之營運概況、財務及業務相關資訊。","205920260224M001.pdf","205920260224E001.pdf","https://www.kingslide.com/","","無","查詢"
"2059","川湖","115/03/17","09:00","台北君悅酒店","公司受邀參加美林證券(BofA) 舉辦之「2026 Asia Tech Conference」，說明本公司114年度之營運概況、財務及業務相關資訊。","205920260224M001.pdf","205920260224E001.pdf","https://www.kingslide.com/","","無","查詢"
"2062","橋椿","115/03/10","14:00","台中市大雅區科雅路11號","(1)公司基本介紹 (2)公司成長策略","206220260309M001.pdf","206220260309E001.pdf","http://www.sunspring.com.tw/stock.html",中文影音檔網址:2062_67_20260310_ch.mp4 ,"本次法人說明會由統一證券主辦。","查詢"
"2207","和泰車","115/03/17","14:30","台北市中山區建國北路一段96號B1樓","說明本公司2025年Q4營運成果及未來展望","220720260317M001.pdf","220720260317E001.pdf","http://www.hotaimotor.com.tw",法說會影音連結資訊:https://reurl.cc/Q29Nlp ,"報名請洽 https://reurl.cc/WbLEAe","查詢"
"2228","劍麟","115/03/11","14:30","台北市中山區明水路700號12樓","凱基證券舉辦之法人說明會.說明本公司營運狀況","222820260310M004.pdf","222820260310E004.pdf","https://www.irf.biz/index.html",中文影音檔網址:2228_32_20260311_ch.mp4 英文影音檔網址:2228_32_20260311_en.mp4 ,"無","查詢"
"2301","光寶科","115/03/02 至 115/03/06","09:00","美國","券商舉辦之美國投資人會議","230120260225M002.pdf","230120260225E002.pdf","https://www.liteon.com/zh-tw","","無","查詢"
"2301","光寶科","115/03/11 至 115/03/12","09:00","Grand Hyatt Taipei","J.P. Morgan Taiwan CEO-CFO Conference","230120260225M003.pdf","230120260225E003.pdf","https://www.liteon.com/zh-tw","","無","查詢"
"2301","光寶科","115/03/17 至 115/03/18","09:00","Grand Hyatt Taipei","2026 BofA Asia Tech Conference","230120260225M004.pdf","230120260225E004.pdf","https://www.liteon.com/zh-tw","","無","查詢"
"2303","聯電","115/03/09 至 115/03/10","09:00","台北遠東香格里拉飯店","本公司受邀參加花旗證券舉辦之法人說明會「2026 Taiwan Corporate Day」。","230320260302M002.pdf","230320260302E002.pdf","http://www.umc.com","","無","查詢"
"2303","聯電","115/03/11 至 115/03/12","09:00","台北君悅酒店","本公司受邀參加摩根大通證券舉辦之法人說明會「Taiwan CEO-CFO Conference」。","230320260302M001.pdf","230320260302E001.pdf","http://www.umc.com",法說會影音連結資訊:https://www.umc.com/upload/media/08_Investors/Financials/Participation/JPM_Taiwan_2026.mp4 ,"無","查詢"
"2308","台達電","115/03/04 至 115/03/06","08:00","東京","本公司受大和國泰證券邀請，將於上述時間地點，向法人投資者說明本公司114年第4季之財務報告相關資訊。","230820260226M001.pdf","230820260226E001.pdf","https://www.deltaww.com/zh-TW/investors/analyst-meeting","","無","查詢"
"2308","台達電","115/03/11 至 115/03/18","21:00","美國","本公司受花旗證券邀請，將於上述時間地點，向法人投資者說明本公司114年第4季之財務報告相關資訊。","230820260226M001.pdf","230820260226E001.pdf","https://www.deltaww.com/zh-TW/investors/analyst-meeting","","無","查詢"
"2308","台達電","115/03/09","09:30","摩根大通台北辦公室","本公司受摩根大通證券邀請，將於上述時間地點，向法人投資者說明本公司114年第4季之財務報告相關資訊。","230820260226M001.pdf","230820260226E001.pdf","https://www.deltaww.com/zh-TW/investors/analyst-meeting","","無","查詢"
"2308","台達電","115/03/09","11:00","台北遠東香格里拉飯店","本公司受花旗證券邀請，將於上述時間地點，向法人投資者說明本公司114年第4季之財務報告相關資訊。","230820260226M001.pdf","230820260226E001.pdf","https://www.deltaww.com/zh-TW/investors/analyst-meeting","","無","查詢"
"2308","台達電","115/03/09","15:30","瑞銀證券台北辦公室","本公司受瑞銀證券邀請，將於上述時間地點，向法人投資者說明本公司114年第4季之財務報告相關資訊。","230820260226M001.pdf","230820260226E001.pdf","https://www.deltaww.com/zh-TW/investors/analyst-meeting","","無","查詢"
"2308","台達電","115/03/10","09:00","台北寒舍艾美酒店","本公司受聯博 (Bernstein)證券邀請，將於上述時間地點，向法人投資者說明本公司114年第4季之財務報告相關資訊。","230820260226M001.pdf","230820260226E001.pdf","https://www.deltaww.com/zh-TW/investors/analyst-meeting","","無","查詢"
"2312","金寶","115/03/19","15:00","Webex線上會議","本公司受邀參加康和綜合證券舉辦之線上法人說明會，說明2025年第四季營運成果及未來展望。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.kinpo.com.tw/zh-TW/investor/financials/",法說會影音連結資訊:未輸 ,"無","查詢"
"2313","華通","115/03/13","15:00","台北艾麗酒店（台北市信義區松高路18號5樓）","本公司受邀參加中國信託證券舉辦之2026第一季前瞻論壇","231320260309M001.pdf","231320260309E001.pdf","https://www.compeq.com.tw/accomplishments01_4_2.php","","無","查詢"
"2313","華通","115/03/18","10:00","台北君悅酒店（台北市信義區松壽路2號）","本公司受邀參加美國銀行證券舉辦之投資論壇","231320260309M001.pdf","231320260309E001.pdf","https://www.compeq.com.tw/accomplishments01_4_2.php","","無","查詢"
"2313","華通","115/03/10","10:00","台北遠東香格里拉飯店（臺北市大安區敦化南路二段201號）","本公司受邀參加花旗證券舉辦之投資論壇","內容檔案於會前非交易時間公告於公開資訊觀測站","內容檔案於會前非交易時間公告於公開資訊觀測站","https://www.compeq.com.tw/accomplishments01_4_2.php","","無","查詢"
"2317","鴻海","115/03/09 至 115/03/11","09:00","台北遠東香格里拉、台北君悅酒店","115年3月9日受Citi邀請參加投資人會議，說明本公司營運概況。
115年3月11日受JPMorgan邀請參加投資人會議，說明本公司營運概況。","231720251112M001.pdf","231720251112E001.pdf","","","無","查詢"
"2317","鴻海","115/03/16","15:00","電話會議","本公司下午3點00分召開中文線上法人說明會。
線上加入：https://fxn-event.webex.com/fxn-event-tc/j.php?MTID=m4fb3ce00e3d751546b4ee8bd54107af4

活動號：2518 702 0426
活動密碼：0316","231720260316M001.pdf","231720260316E001.pdf","https://www.honhai.com/zh-tw/investor-relations/investor-relations-activities/investor-conference",法說會影音連結資訊:https://youtu.be/9LBCZdBVTSY?si=CFUsmh1hpAYXjnzN ,"相關資訊請洽黃奕誠先生，電話02-2268-3466#510-10004","查詢"
"2317","鴻海","115/02/25 至 115/03/02","09:00","桃園市蘆竹區南青路1188號、台北市內湖區基湖路32號","115年2月25日受Goldman Sachs邀請參加投資人會議，說明本公司營運概況。
115年3月2日受CLSA邀請參加投資人會議，說明本公司營運概況。
115年3月2日受NewStreet Research邀請參加投資人會議，說明本公司營運概況。","231720251112M001.pdf","231720251112E001.pdf","","","無","查詢"
"2317","鴻海","115/03/05 至 115/03/06","08:00","日本","115年3月5日至6日受Daiwa邀請參加投資人會議，說明本公司營運概況。","231720251112M001.pdf","231720251112E001.pdf","","","無","查詢"
"2317","鴻海","115/03/17 至 115/03/24","03:00","美國","115年3月17日至115年3月24日受CLSA邀請參加投資人會議，說明本公司營運概況。","231720260316M001.pdf","231720260316E001.pdf","","","無","查詢"
"2317","鴻海","115/03/26 至 115/03/27","09:00","電話會議","115年3月25日受CLSA邀請參加投資人會議，說明本公司營運概況。
115年3月26日受BOA邀請參加投資人會議，說明本公司營運概況。
115年3月27日受富邦證券邀請參加投資人會議，說明本公司營運概況。","231720260316M001.pdf","231720260316E001.pdf","","","無","查詢"
"2317","鴻海","115/03/26","11:00","台北市內湖區基湖路32號","115年3月26日受RBC邀請參加投資人會議，說明本公司營運概況。","231720260316M001.pdf","231720260316E001.pdf","","","無","查詢"
"2324","仁寶","115/03/17","15:00","台北君悅飯店","美銀證券舉辦2026 Asia Tech Conference，說明本公司業務及現況","232420260312M001.pdf","232420260312E001.pdf","www.compal.com","","無","查詢"
"2324","仁寶","115/03/02","15:00","線上會議","UBS舉辦之仁寶電腦114年第四季財報線上法人說明會，說明本公司業務及現況","232420260302M001.pdf","232420260302E001.pdf","www.compal.com",法說會影音連結資訊:https://view.knowledgevision.com/presentation/c9a22da81d9c444ab3710f31c7d1685b ,"無","查詢"
"2324","仁寶","115/03/05","15:20","台北集思北科大會議中心","凱基證券舉辦之2026Q1之投資論壇，說明本公司業務及現況","232420260304M001.pdf","232420260304E001.pdf","www.compal.com","","無","查詢"
"2324","仁寶","115/03/09","16:30","UBS台北辦公室","UBS舉辦之1Q26 APAC Tech Tour，說明本公司業務及現況","232420260304M002.pdf","232420260304E002.pdf","www.compal.com","","無","查詢"
"2324","仁寶","115/03/10","14:00","台北遠東香格里拉酒店","花旗證券舉辦之2026 Taiwan Corporate Day，說明本公司業務及現況","232420260304M003.pdf","232420260304E003.pdf","www.compal.com","","無","查詢"
"2327","國巨*","115/03/09","16:00","台北101大樓88樓SPACE 88會議廳","本公司於115/03/09受邀參加由摩根士丹利證券舉辦之
&quot;Titans of Taiwan Tech 2026&quot;，就公司營運及產業
概況向投資機構做說明。","232720260309M001.pdf","232720260309E001.pdf","www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","","公司網站www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","查詢"
"2327","國巨*","115/03/10","14:00","台北遠東香格里拉","本公司於115/03/10受邀參加由花旗證券舉辦之&quot;Citi&#039;s 2026 Taiwan Corporate Day 
–Powering the AI Age&quot;，就公司營運及產業概況向投資機構做說明。","232720260309M002.pdf","232720260309E002.pdf","www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","","公司網站www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","查詢"
"2327","國巨*","115/03/11","14:00","台北君悅飯店","本公司於115/03/11受邀參加由摩根大通證券舉辦之
&quot;Taiwan CEO-CFO Conference&quot;，就公司營運及產業概況向投資機構做說明。","232720260309M002.pdf","232720260309E002.pdf","www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","","公司網站www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","查詢"
